"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:33:17.0009108 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0009223 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0009430 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:33:17.0009745 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0011852 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:33:17.0026329 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:33:17.0026678 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0027013 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:33:17.0027555 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0028192 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0028410 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:33:17.0028726 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0031692 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:33:17.0189042 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:33:17.0189293 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0189536 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:33:17.0189902 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0190020 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0190229 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:33:17.0190542 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0194171 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:33:17.0196920 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:33:17.0197135 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0197345 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:33:17.0197658 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0197769 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0197976 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:33:17.0198286 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0201309 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:33:17.0351605 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:33:17.0351834 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0352074 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:33:17.0352591 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0352708 PM","lsass.exe","696","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:33:17.0352920 PM","lsass.exe","696","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:33:17.0353233 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:33:17.0356329 PM","lsass.exe","696","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:33:17.0376879 PM","svchost.exe","936","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:33:17.0377164 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:33:17.0377538 PM","svchost.exe","936","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:33:17.0377879 PM","svchost.exe","936","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:33:17.0378108 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:33:17.0378432 PM","svchost.exe","936","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:33:17.0378630 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0378882 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:33:17.0379066 PM","svchost.exe","936","RegOpenKey","HKCR","SUCCESS","Desired Access: Read"
"10:33:17.0379421 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0379538 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0379762 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0379941 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380117 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380295 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380469 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380645 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380818 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0380988 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0381226 PM","svchost.exe","936","RegQueryValue","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\AppID","SUCCESS","Type: REG_SZ, Length: 78, Data: {8BC3F05E-D86B-11D0-A075-00C04FB68820}"
"10:33:17.0381555 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0381670 PM","svchost.exe","936","RegOpenKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0381899 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\DllSurrogate","NAME NOT FOUND","Length: 144"
"10:33:17.0382069 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalService","SUCCESS","Type: REG_SZ, Length: 16, Data: winmgmt"
"10:33:17.0382385 PM","svchost.exe","936","RegCloseKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0382645 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0382771 PM","svchost.exe","936","RegOpenKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0383002 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: Windows Management and Instrumentation"
"10:33:17.0383405 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalService","SUCCESS","Type: REG_SZ, Length: 16, Data: winmgmt"
"10:33:17.0383589 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\ServiceParameters","NAME NOT FOUND","Length: 144"
"10:33:17.0383757 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\RunAs","NAME NOT FOUND","Length: 144"
"10:33:17.0383921 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\ActivateAtStorage","NAME NOT FOUND","Length: 144"
"10:33:17.0384084 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","BUFFER OVERFLOW","Length: 144"
"10:33:17.0384260 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","BUFFER OVERFLOW","Length: 144"
"10:33:17.0384427 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","SUCCESS","Type: REG_BINARY, Length: 180, Data: 01 00 04 80 94 00 00 00 A4 00 00 00 00 00 00 00"
"10:33:17.0384603 PM","svchost.exe","936","RegOpenKey","HKLM\Software\Microsoft\OLE","SUCCESS","Desired Access: Maximum Allowed"
"10:33:17.0384843 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\LegacyAuthenticationLevel","NAME NOT FOUND","Length: 144"
"10:33:17.0385008 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\LegacyImpersonationLevel","NAME NOT FOUND","Length: 144"
"10:33:17.0385332 PM","svchost.exe","936","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"10:33:17.0385452 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\AuthenticationLevel","NAME NOT FOUND","Length: 144"
"10:33:17.0385623 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\RemoteServerName","NAME NOT FOUND","Length: 144"
"10:33:17.0385788 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\SRPTrustLevel","NAME NOT FOUND","Length: 144"
"10:33:17.0399761 PM","svchost.exe","936","RegCloseKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0399907 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0400158 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocHandler32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0400337 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocHandlerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0400669 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0401183 PM","svchost.exe","936","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:33:17.0401415 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:33:17.0401745 PM","svchost.exe","936","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:33:17.0401991 PM","svchost.exe","936","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:33:17.0402214 PM","svchost.exe","936","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:33:17.0402533 PM","svchost.exe","936","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:33:17.0402740 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Read"
"10:33:17.0403024 PM","svchost.exe","936","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:33:17.0403212 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:33:17.0403393 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0403628 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0404027 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:33:17.0404237 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:33:17.0404416 PM","svchost.exe","936","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:33:17.0404589 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Read"
"10:33:17.0404963 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0405092 PM","svchost.exe","936","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:33:17.0405265 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:33:17.0405430 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0405676 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0405963 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0406181 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0406363 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0406639 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0406866 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0407061 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0407338 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0407547 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0407740 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0408020 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0408226 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0408405 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0408682 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0408888 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0409081 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0409360 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0409567 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0409743 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0410023 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0410221 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0410403 PM","svchost.exe","936","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:33:17.0410573 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:33:17.0410735 PM","svchost.exe","936","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0410978 PM","svchost.exe","936","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0411249 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0411450 PM","svchost.exe","936","RegQueryValue","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\AppID","SUCCESS","Type: REG_SZ, Length: 78, Data: {8BC3F05E-D86B-11D0-A075-00C04FB68820}"
"10:33:17.0411777 PM","svchost.exe","936","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:33:17.0411900 PM","svchost.exe","936","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:33:17.0412070 PM","svchost.exe","936","RegOpenKey","HKCU\Software\Classes\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:33:17.0412249 PM","svchost.exe","936","RegOpenKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:33:17.0412484 PM","svchost.exe","936","RegQueryKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0412755 PM","svchost.exe","936","RegOpenKey","HKU\S-1-5-20_Classes\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0412959 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\DllSurrogate","NAME NOT FOUND","Length: 144"
"10:33:17.0413124 PM","svchost.exe","936","RegQueryKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:33:17.0413389 PM","svchost.exe","936","RegOpenKey","HKU\S-1-5-20_Classes\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:33:17.0413579 PM","svchost.exe","936","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalService","SUCCESS","Type: REG_SZ, Length: 16, Data: winmgmt"
"10:33:17.0415006 PM","svchost.exe","936","RegCloseKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
