"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:57:39.8489019 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.8495595 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:57:39.8495819 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8496031 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:57:39.8496352 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8496467 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8496674 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:57:39.8496989 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8499342 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.8508854 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:57:39.8509080 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8509332 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:57:39.8509656 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8509770 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8509980 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:57:39.8510293 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8512380 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.8604872 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:57:39.8605104 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8605344 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:57:39.8605699 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8605819 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8606026 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:57:39.8606341 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8609506 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.8612077 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:57:39.8612292 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8612501 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:57:39.8612912 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8613026 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.8613230 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:57:39.8613543 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.8616532 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.9263439 PM","svchost.exe","944","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole\ChannelHook","NAME NOT FOUND","Desired Access: Query Value"
"10:57:39.9344399 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy","SUCCESS","Desired Access: Read/Write"
"10:57:39.9345715 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.9345969 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","BUFFER OVERFLOW","Length: 12"
"10:57:39.9346307 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.9346424 PM","lsass.exe","700","RegOpenKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS","Desired Access: Read"
"10:57:39.9346636 PM","lsass.exe","700","RegQueryValue","HKLM\SECURITY\Policy\SecDesc\(Default)","SUCCESS","Type: REG_NONE, Length: 180, Data: 01 00 04 80 98 00 00 00 A8 00 00 00 00 00 00 00"
"10:57:39.9346952 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy\SecDesc","SUCCESS",""
"10:57:39.9385787 PM","lsass.exe","700","RegCloseKey","HKLM\SECURITY\Policy","SUCCESS",""
"10:57:39.9436279 PM","Explorer.EXE","1308","QueryOpen","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS","CreationTime: 12/15/2011 8:59:33 PM, LastAccessTime: 12/15/2011 10:57:39 PM, LastWriteTime: 4/11/2011 1:08:18 AM, ChangeTime: 12/15/2011 10:54:33 PM, AllocationSize: 3,022,848, EndOfFile: 3,022,712, FileAttributes: A"
"10:57:39.9439456 PM","Explorer.EXE","1308","CreateFile","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:57:39.9441906 PM","Explorer.EXE","1308","CreateFileMapping","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"10:57:39.9442174 PM","Explorer.EXE","1308","QueryStandardInformationFile","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS","AllocationSize: 3,022,848, EndOfFile: 3,022,712, NumberOfLinks: 1, DeletePending: False, Directory: False"
"10:57:39.9442509 PM","Explorer.EXE","1308","CreateFileMapping","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS","SyncType: SyncTypeOther"
"10:57:39.9444856 PM","Explorer.EXE","1308","CloseFile","C:\Documents and Settings\reverser\Desktop\sysinternals\ProcessMonitor\Procmon.exe","SUCCESS",""
"10:57:39.9456787 PM","VMwareTray.exe","1800","QueryOpen","C:\Documents and Settings\All Users\Application Data\VMware","SUCCESS","CreationTime: 10/19/2011 10:43:47 AM, LastAccessTime: 12/15/2011 10:55:26 PM, LastWriteTime: 10/19/2011 10:44:25 AM, ChangeTime: 10/19/2011 10:44:25 AM, AllocationSize: 0, EndOfFile: 0, FileAttributes: D"
"10:57:39.9458422 PM","VMwareTray.exe","1800","QueryOpen","C:\Documents and Settings\All Users\Application Data\VMware","SUCCESS","CreationTime: 10/19/2011 10:43:47 AM, LastAccessTime: 12/15/2011 10:55:26 PM, LastWriteTime: 10/19/2011 10:44:25 AM, ChangeTime: 10/19/2011 10:44:25 AM, AllocationSize: 0, EndOfFile: 0, FileAttributes: D"
"10:57:39.9460293 PM","VMwareTray.exe","1800","QueryOpen","C:\Documents and Settings\All Users\Application Data\VMware\VMware Tools","SUCCESS","CreationTime: 10/19/2011 10:43:47 AM, LastAccessTime: 12/15/2011 10:57:36 PM, LastWriteTime: 10/19/2011 10:44:55 AM, ChangeTime: 10/19/2011 10:44:55 AM, AllocationSize: 0, EndOfFile: 0, FileAttributes: D"
"10:57:39.9462078 PM","VMwareTray.exe","1800","QueryOpen","C:\Documents and Settings\All Users\Application Data\VMware\VMware Tools","SUCCESS","CreationTime: 10/19/2011 10:43:47 AM, LastAccessTime: 12/15/2011 10:57:36 PM, LastWriteTime: 10/19/2011 10:44:55 AM, ChangeTime: 10/19/2011 10:44:55 AM, AllocationSize: 0, EndOfFile: 0, FileAttributes: D"
"10:57:39.9464576 PM","VMwareTray.exe","1800","CreateFile","C:\Documents and Settings\All Users\Application Data\VMware\VMware Tools","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"10:57:39.9465652 PM","VMwareTray.exe","1800","QueryDirectory","C:\Documents and Settings\All Users\Application Data\VMware\VMware Tools\tools.conf","NO SUCH FILE","Filter: tools.conf"
"10:57:39.9466842 PM","VMwareTray.exe","1800","CloseFile","C:\Documents and Settings\All Users\Application Data\VMware\VMware Tools","SUCCESS",""
"10:57:39.9476119 PM","svchost.exe","944","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:57:39.9476429 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:57:39.9476902 PM","svchost.exe","944","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:57:39.9477854 PM","svchost.exe","944","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:57:39.9478089 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:57:39.9478491 PM","svchost.exe","944","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:57:39.9478731 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9479075 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:57:39.9479301 PM","svchost.exe","944","RegOpenKey","HKCR","SUCCESS","Desired Access: Read"
"10:57:39.9479662 PM","svchost.exe","944","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9479782 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9480014 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9480198 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9480377 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9480558 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9480737 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9480980 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9481193 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9481371 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9481603 PM","svchost.exe","944","RegQueryValue","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\AppID","SUCCESS","Type: REG_SZ, Length: 78, Data: {8BC3F05E-D86B-11D0-A075-00C04FB68820}"
"10:57:39.9481966 PM","svchost.exe","944","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9482089 PM","svchost.exe","944","RegOpenKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9482338 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\DllSurrogate","NAME NOT FOUND","Length: 144"
"10:57:39.9482508 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalService","SUCCESS","Type: REG_SZ, Length: 16, Data: winmgmt"
"10:57:39.9482827 PM","svchost.exe","944","RegCloseKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9483084 PM","svchost.exe","944","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9483249 PM","svchost.exe","944","RegOpenKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9483495 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: Windows Management and Instrumentation"
"10:57:39.9483685 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalService","SUCCESS","Type: REG_SZ, Length: 16, Data: winmgmt"
"10:57:39.9483869 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\ServiceParameters","NAME NOT FOUND","Length: 144"
"10:57:39.9484037 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\RunAs","NAME NOT FOUND","Length: 144"
"10:57:39.9484199 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\ActivateAtStorage","NAME NOT FOUND","Length: 144"
"10:57:39.9484363 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","BUFFER OVERFLOW","Length: 144"
"10:57:39.9484545 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","BUFFER OVERFLOW","Length: 144"
"10:57:39.9484715 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LaunchPermission","SUCCESS","Type: REG_BINARY, Length: 180, Data: 01 00 04 80 94 00 00 00 A4 00 00 00 00 00 00 00"
"10:57:39.9484961 PM","svchost.exe","944","RegOpenKey","HKLM\Software\Microsoft\OLE","SUCCESS","Desired Access: Maximum Allowed"
"10:57:39.9485266 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\LegacyAuthenticationLevel","NAME NOT FOUND","Length: 144"
"10:57:39.9485433 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\LegacyImpersonationLevel","NAME NOT FOUND","Length: 144"
"10:57:39.9492423 PM","svchost.exe","944","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"10:57:39.9492566 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\AuthenticationLevel","NAME NOT FOUND","Length: 144"
"10:57:39.9492744 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\RemoteServerName","NAME NOT FOUND","Length: 144"
"10:57:39.9492912 PM","svchost.exe","944","RegQueryValue","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\SRPTrustLevel","NAME NOT FOUND","Length: 144"
"10:57:39.9493236 PM","svchost.exe","944","RegCloseKey","HKCR\AppID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9493373 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9493630 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocHandler32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9493809 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocHandlerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9494133 PM","svchost.exe","944","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9494770 PM","svchost.exe","944","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:57:39.9495002 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:57:39.9495329 PM","svchost.exe","944","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:57:39.9495577 PM","svchost.exe","944","RegOpenKey","HKLM\Software\Microsoft\COM3","SUCCESS","Desired Access: Read"
"10:57:39.9495803 PM","svchost.exe","944","RegQueryValue","HKLM\SOFTWARE\Microsoft\COM3\REGDBVersion","SUCCESS","Type: REG_BINARY, Length: 8, Data: 07 00 00 00 00 00 00 00"
"10:57:39.9496267 PM","svchost.exe","944","RegCloseKey","HKLM\SOFTWARE\Microsoft\COM3","SUCCESS",""
"10:57:39.9496547 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Read"
"10:57:39.9496879 PM","svchost.exe","944","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:57:39.9497102 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:57:39.9497290 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9497533 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9497882 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:57:39.9498091 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"10:57:39.9498270 PM","svchost.exe","944","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:57:39.9498455 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Read"
"10:57:39.9498837 PM","svchost.exe","944","RegCloseKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS",""
"10:57:39.9499161 PM","svchost.exe","944","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:57:39.9499346 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","NAME NOT FOUND","Desired Access: Read"
"10:57:39.9499513 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Desired Access: Read"
"10:57:39.9499770 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9500064 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9500354 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9500541 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9500826 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9501042 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9501237 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9501522 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9501740 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9501936 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9502282 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9502494 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9502676 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9502958 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9503170 PM","svchost.exe","944","RegOpenKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\InprocServerX86","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:57:39.9503363 PM","svchost.exe","944","RegQueryKey","HKCR\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}","SUCCESS","Query: Name"
"10:57:39.9503648 PM","svchost.exe","944","RegOpenKey","HKCU\Software\Classes\CLSID\{8BC3F05E-D86B-11D0-A075-00C04FB68820}\LocalServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
